contigName	contigLen	totalAvgDepth	scaffolds.fasta/DRR310871_R1.fastq.gz.bam	scaffolds.fasta/DRR310871_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310872_R1.fastq.gz.bam	scaffolds.fasta/DRR310872_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310873_R1.fastq.gz.bam	scaffolds.fasta/DRR310873_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310874_R1.fastq.gz.bam	scaffolds.fasta/DRR310874_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310875_R1.fastq.gz.bam	scaffolds.fasta/DRR310875_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310876_R1.fastq.gz.bam	scaffolds.fasta/DRR310876_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310877_R1.fastq.gz.bam	scaffolds.fasta/DRR310877_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310878_R1.fastq.gz.bam	scaffolds.fasta/DRR310878_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310879_R1.fastq.gz.bam	scaffolds.fasta/DRR310879_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310880_R1.fastq.gz.bam	scaffolds.fasta/DRR310880_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310881_R1.fastq.gz.bam	scaffolds.fasta/DRR310881_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310882_R1.fastq.gz.bam	scaffolds.fasta/DRR310882_R1.fastq.gz.bam-var
NODE_5757_length_1072_cov_3.489676	1072	13.5071	9.4056	13.6985	0.2104	0.3531	21.1052	232.6371	47.7028	119.7444	5.449	20.6233	24.1182	98.5126	12.1171	43.4043	0.5163	0.8515	14.4881	45.8158	3.8373	13.1114	5.6399	9.6834	17.4957	61.0168
NODE_5758_length_1072_cov_3.341200	1072	8.0254	8.3872	4.7674	2.1204	17.7846	20.6464	218.3787	0.577	1.7101	7.0857	34.1675	16.09	213.1699	8.5792	38.4503	17.0716	163.8515	11.9338	66.8197	3.2234	4.2519	0.1074	0.1806	0.4826	1.2207
NODE_5759_length_1072_cov_3.278269	1072	3.7989	6.3753	2.9622	0.128	0.4049	0.2104	0.5507	0.2755	0.6406	0.0412	0.0808	1.82	11.0034	9.6941	18.914	0.269	2.2902	26.3894	14.4443	0.1236	0.2323	0.1345	0.2512	0.1258	0.2361
NODE_5760_length_1072_cov_3.261554	1072	1.5904	6.6518	3.4129	0.0846	0.1622	0.0434	0.085	4.2679	5.547	0.128	0.2398	1.3482	3.0502	0.3091	0.6199	0.0412	0.0808	1.205	2.7972	4.756	6.0848	0.0412	0.0808	0.2082	0.8686
NODE_5761_length_1072_cov_3.184857	1072	6.8521	6.2809	3.5442	0.8688	1.0913	32.795	108.9427	0.795	3.1512	4.1161	5.9681	2.5922	3.0496	6.0521	15.0679	5.8221	6.5785	3.077	3.12	3.1356	3.177	12.7462	41.8856	3.9447	4.8232
NODE_5762_length_1071_cov_8.840551	1071	2.9529	15.9316	14.4573	0.0825	0.1584	0.3344	3.2098	0.2519	0.7626	8.152	20.6073	2.6938	9.1648	2.3746	8.0497	0.2562	0.9691	0.7014	1.8771	0.5472	2.0393	1.3605	14.833	2.7481	15.8995
NODE_5763_length_1071_cov_7.701772	1071	2.6137	11.8241	23.5321	0.5711	1.843	0.4245	1.2924	1.1965	5.5624	6.6211	12.1095	1.5917	13.1288	1.4039	6.3475	1.164	28.3307	1.063	3.4439	1.4159	7.4171	2.7296	20.5518	1.3594	7.35
NODE_5764_length_1071_cov_4.605315	1071	0.9494	10.0662	6.5858	0.0478	0.0934	0	0	0.126	0.2363	0	0	0.5223	0.7476	0.0413	0.0809	0.0239	0.0473	0.1944	0.2828	0.2172	0.3876	0.1281	0.2401	0.0261	0.0515
NODE_5765_length_1071_cov_4.219488	1071	1.3883	7.7003	5.8992	0.253	0.7522	2.0011	17.6902	0.5776	2.266	2.4397	52.0814	0.1694	0.3104	0.1661	0.3648	0.5657	4.5612	0.7112	3.5252	0.4169	1.8781	0.9446	12.7285	0.7144	2.3042
NODE_5766_length_1071_cov_3.854331	1071	10.0366	6.6091	5.297	1.7579	2.3359	7.8491	6.6826	2.4886	5.4023	12.4539	8.9329	33.443	42.1905	21.6786	61.6031	3.7503	11.1354	13.9316	29.8986	4.9815	7.8486	2.4148	7.4604	9.0814	11.6749
NODE_5767_length_1071_cov_3.749016	1071	5.6752	8.7676	5.1633	0.3257	0.7547	2.6015	25.4965	4.0402	16.0582	4.0955	7.9365	4.7948	16.2807	12.8274	9.1821	0.2562	0.7951	12.4278	17.1798	5.228	14.5827	1.76	10.7695	10.9772	11.4267
NODE_5768_length_1071_cov_3.613189	1071	0.9993	6.1705	5.6959	0.1433	0.2664	0.0847	0.3276	0.3952	2.2458	2.1031	6.7926	0.4582	1.7746	0.3518	1.7457	0.2172	2.1267	0.2953	1.9127	0.81	1.9041	0.2497	0.6463	0.7123	7.9617
NODE_5769_length_1071_cov_2.959646	1071	3.3588	6.1553	6.527	5.1824	183.0928	7.6113	30.4857	0.8588	3.9279	0.7166	3.9468	2.8176	49.5102	3.3181	22.0932	7.7296	30.7801	3.2899	17.067	2.2204	14.1155	0.177	0.4241	0.2291	1.3703
NODE_5770_length_1071_cov_2.746063	1071	11.4542	9.4984	9.609	0.1716	0.314	24.1965	50.6363	36.5255	74.367	1.2856	2.8977	20.8241	35.5473	15.0662	18.2815	0.0825	0.1584	12.1705	16.4437	1.7622	1.3097	1.7763	6.2477	14.0912	33.8852
NODE_5771_length_1071_cov_2.600394	1071	3.1789	6.798	4.7374	0.0847	0.1624	0.9262	6.0532	5.1672	18.6329	0.165	0.4684	6.7546	8.0223	1.3909	2.2231	0.3713	3.2489	8.5635	3.7593	5.3724	12.9535	1.2617	10.1891	1.291	1.8348
NODE_5772_length_1071_cov_1.639764	1071	4.0255	5.2801	1.4127	4.836	330.7872	3.4332	3.9262	1.1086	1.0012	2.1249	1.8942	12.2704	24.0975	4.0076	2.7619	0.9262	3.0011	8.8404	16.8799	5.0597	9.628	0.1868	0.8129	0.2324	0.4112
NODE_5773_length_1070_cov_17.141872	1070	6.1582	42.7696	322.5388	0.3391	1.3473	5.0587	7.9247	0.6033	2.0002	2.1652	4.125	7.3543	6.3204	6.4141	20.3104	0.3717	4.2447	2.0304	6.7608	0.9815	10.275	1.0174	5.8931	4.7924	8.4694
NODE_5774_length_1070_cov_3.748768	1070	10.6708	10.7946	26.9752	2.0674	4.7419	9.5109	22.6071	20.4163	190.7525	13.6837	12.8998	22.5837	56.0387	14.9576	68.8633	1.2783	2.2881	11.6902	18.8452	4.7685	22.4501	3.4337	22.3351	12.8652	24.7413
NODE_5775_length_1070_cov_2.485714	1070	9.5076	8.563	10.6598	3.4239	56.1574	9.9554	20.3691	0.9261	4.976	16.1272	134.4593	9.1098	57.1359	6.5946	23.1641	42.6576	146.0056	7.913	20.506	5.2478	42.7329	1.1652	1.5505	2.4076	5.6324
NODE_5776_length_1069_cov_4.472387	1069	6.2062	9.6007	9.3861	1.3993	4.4841	39.7454	481.2967	0.0849	0.3283	11.8607	127.8085	0.2829	0.6192	0.1665	0.2239	0.4646	2.7392	0.1654	0.6349	0.3297	0.5589	5.5495	19.3219	4.8248	40.1468
NODE_5777_length_1069_cov_3.420118	1069	3.3571	9.222	15.0901	0.4135	0.624	8.6942	10.9837	0.4244	0.7631	2.1763	58.2587	8.5941	17.1259	2.9695	7.3455	0.2514	0.8093	4.8096	10.8145	2.0871	4.4543	0.0827	0.1587	0.5604	2.1312
NODE_5778_length_1069_cov_3.367850	1069	8.1556	7.8194	7.1242	0.1697	0.311	10.5822	18.0126	1.2078	3.9012	17.9967	33.9532	18.8379	10.9421	19.5299	19.2014	1.1055	1.271	11.481	17.4961	1.6322	1.5378	0.2089	0.5402	7.296	15.0169
NODE_5779_length_1069_cov_2.700197	1069	7.2643	9.8455	10.9303	1.8553	4.8407	11.9826	60.1871	0.7171	4.3382	7.9695	52.5938	6.4516	3.6009	10.4059	21.7142	14.9935	348.8714	11.0566	21.5371	4.284	4.16	2.4113	2.2446	5.1991	14.2555
NODE_5780_length_1069_cov_2.490138	1069	5.4271	6.4276	5.3213	0.0827	0.1587	0.5354	0.761	14.8629	30.5803	0.5169	1.2064	11.2198	30.4179	13.1991	73.1466	0.5658	9.1784	12.3754	16.9711	3.062	4.25	1.3787	24.0809	0.8988	1.7686
NODE_5781_length_1069_cov_1.995069	1069	7.5726	7.5832	10.1409	0.5854	0.6961	15.5571	59.5215	0.2035	0.2472	6.0653	18.523	10.2797	9.6156	7.5702	4.2432	22.2394	213.8163	10.6779	6.846	6.3602	9.7906	0.654	2.4749	3.0958	2.7446
NODE_5782_length_1068_cov_4.771964	1068	4.6246	10.0425	13.7397	0.9521	2.6302	5.951	38.9387	8.3834	67.2836	5.439	9.7689	5.9139	36.9511	1.8039	4.04	0.2092	1.3172	4.6481	20.128	5.3998	5.0537	2.305	45.27	4.4477	16.6423
NODE_5783_length_1068_cov_4.272458	1068	0.9135	8.9401	7.5068	0.0871	0.1669	0.2015	0.497	0.2549	0.4715	0.0871	0.3414	0.0414	0.0812	0.1699	0.5033	0	0	0.4804	1.6763	0.4074	1.5743	0.1242	0.399	0.1678	0.3077
NODE_5784_length_1068_cov_3.173741	1068	8.3228	7.2364	6.3225	0.0414	0.0812	10.4749	9.7218	4.3344	8.2861	15.4869	53.9753	22.4924	44.3091	20.1525	73.8917	3.2418	19.2283	7.5741	6.4193	2.659	5.7538	1.061	13.3965	5.1187	18.8877
NODE_5785_length_1068_cov_2.921027	1068	4.8065	10.6383	7.8865	0.7865	5.1779	1.842	4.3207	6.146	9.1564	6.4477	14.6532	2.0131	3.5462	7.3061	17.2246	0.0752	0.1437	10.1013	12.3834	5.8442	5.3639	1.9564	7.1911	4.5207	10.5399
NODE_5786_length_1068_cov_2.719645	1068	5.771	4.5294	1.3552	0.171	0.312	0.7211	0.5416	0.1721	0.3149	0.3072	1.3319	13.4041	19.5606	8.4139	7.9375	2.8007	358.7552	35.0087	19.0141	0.3181	0.7755	0.9412	12.1296	2.4641	4.707
NODE_5787_length_1067_cov_17.837945	1067	3.9537	31.8081	46.8059	0.1679	0.308	6.7186	9.9317	0.3544	1.5238	1.4995	6.735	1.0371	4.9943	0.6423	2.1186	0.3446	2.6584	0.458	1.1175	0.8103	2.5033	1.5911	19.7245	2.0131	10.954
NODE_5788_length_1067_cov_3.281621	1067	1.5214	8.1963	19.2846	0.3152	1.5021	0.3948	1.5776	1.132	6.0055	0.3948	2.189	1.048	9.5479	0.9008	9.1135	0.386	4.3006	1.0153	6.6985	1.2737	9.9195	1.7634	13.0127	1.4373	8.5214
NODE_5789_length_1067_cov_2.673913	1067	0.8678	6.5703	4.503	0.1309	0.2449	0.1265	0.4032	0.0643	0.1039	1.3806	1.4216	0.4624	1.7685	0.5038	2.4926	0.0414	0.0813	0.4711	4.887	0.2508	1.2252	0.193	0.6603	0.2181	0.7777
NODE_5790_length_1066_cov_4.670623	1066	1.7824	15.2773	52.4148	1.6026	3.455	0.0459	0.0897	0.4836	1.0391	0.262	0.7947	0.4116	1.5889	0.9782	3.9492	0.0939	0.1857	0.6616	1.7236	0.4585	1.4704	0.4323	1.7889	0.6812	6.1606
NODE_5791_length_1066_cov_3.910979	1066	6.358	7.9978	6.2798	0.5197	2.9297	29.6386	34.266	1.4563	3.7522	4.5022	10.6678	4.1528	3.9788	4.774	7.4123	3.2478	5.7975	3.5033	8.5388	6.6299	15.923	8.2424	12.1816	1.631	2.7446
NODE_5792_length_1066_cov_3.651830	1066	5.8597	6.9476	4.1524	1.3362	5.2857	10.4443	58.4745	1.6539	27.2364	0.5371	1.5779	3.3985	8.5001	11.7817	29.9654	10.1987	159.3288	10.4181	30.8621	11.4094	36.0169	0.702	4.1832	1.4891	9.3277
NODE_5793_length_1066_cov_3.000989	1066	3.595	9.4705	11.4341	0.405	0.3724	0.6081	3.2287	2.3624	1.4313	3.1103	6.1725	3.4662	2.2557	6.3766	20.0667	0.8013	5.8577	5.5819	12.5867	6.1026	10.8048	0.7358	0.6908	4.119	2.929
NODE_5794_length_1066_cov_2.503462	1066	8.8842	7.1048	4.013	0.5415	1.4551	7.012	12.3988	2.7762	4.5542	18.512	106.2195	26.5262	36.1556	14.8603	23.9761	1.7031	4.2374	13.0491	15.1681	3.9454	4.2899	3.8155	26.9834	6.7642	17.0635
NODE_5795_length_1066_cov_1.509397	1066	10.5755	5.5382	6.0193	0.7205	1.8453	96.3253	16179.3086	0.4247	2.6861	2.0415	18.0223	0.3057	1.9677	1.405	20.9844	8.7183	1587.0201	1.0426	8.3228	0.8668	5.7068	2.9094	16.5809	6.6081	17.7468
NODE_5796_length_1065_cov_8.962376	1065	1.8331	15.8973	11.8778	0.3519	0.9132	1.2044	10.7623	0.2098	0.4898	1.871	25.7995	0.2055	0.5135	0.0896	0.1714	0.223	0.3354	0.4842	0.8518	0.4689	0.8773	0.5902	4.3231	0.4011	1.0304
NODE_5797_length_1065_cov_7.148515	1065	1.4554	12.0481	27.6695	0.6087	0.8271	1.706	1.4726	0.0415	0.0814	0.3585	0.9348	0.2098	0.4986	0.2798	1.3483	0.1814	0.3981	0.2798	0.368	0.1246	0.4002	0.576	0.8594	1.0503	0.8202
NODE_5798_length_1065_cov_3.797030	1065	9.2697	8.5617	10.4325	1.1596	7.7338	14.2197	41.1081	41.9814	392.4363	4.1005	44.9571	12.4809	40.4468	5.9574	11.8702	0.3825	2.0636	10.4601	35.7935	0.6973	4.2004	5.1115	27.841	6.1235	15.1062
NODE_5799_length_1065_cov_3.368317	1065	3.7161	7.1202	8.0337	0.2492	1.8197	1.0383	1.3257	10.823	71.6382	2.4339	9.3028	4.1902	13.1301	1.5792	3.5766	3.8208	26.6024	7.624	23.6222	5.306	17.5912	0.0852	0.1634	0.3235	1.9784
NODE_5800_length_1065_cov_3.348515	1065	0.6928	7.0109	10.4528	0.1519	0.2362	0	0	0.1661	0.4713	0.0415	0.0814	0.0831	0.1594	0.0973	0.1732	0	0	0.2186	2.1404	0.282	0.4106	0.0514	0.0488	0.2109	0.8231
NODE_5801_length_1065_cov_2.267327	1065	3.1039	11.3377	18.1758	0.3432	1.6195	1.0995	7.0043	0.7705	4.7897	0.1268	0.2377	6.8273	3.2218	4.518	11.5563	0.0831	0.1594	1.5443	3.0645	0.341	0.7151	0.6525	1.4808	9.6033	22.0514
NODE_5802_length_1064_cov_14.670961	1064	4.8642	33.5755	93.8766	0.9628	2.4805	8.291	18.0532	0.6225	1.8979	5.744	14.1184	1.5788	12.8027	1.4136	6.28	1.5339	66.9151	0.8392	2.6849	0.9168	4.6743	1.8993	16.4718	0.9934	3.3318
NODE_5803_length_1064_cov_12.779980	1064	4.187	29.2177	32.3896	0.4683	1.384	7.2002	16.5305	0.779	2.6609	0.0263	0.1045	1.8381	6.046	2.5219	5.3495	0.546	10.9097	1.4551	4.4257	0.7319	4.1197	1.7276	17.8392	3.7319	17.7342
NODE_5804_length_1064_cov_10.879088	1064	91.7376	17.7626	34.3937	0.1794	0.327	944.2407	107166.2813	1.8829	7.4792	37.0088	356.4906	1.0656	7.5992	1.7473	4.154	29.6433	5730.2778	0.9825	6.9154	2.7341	6.9314	38.8118	103.1102	24.7921	1717.0564
NODE_5805_length_1064_cov_4.901883	1064	9.1314	12.4737	14.6702	1.7298	17.5337	43.0547	195.4844	0.512	1.9544	5.1247	100.4729	11.8862	62.9728	7.8195	17.9597	8.9945	99.3549	8.593	47.4442	5.0339	47.1566	1.7199	23.1854	2.6346	28.909
NODE_5806_length_1064_cov_3.915758	1064	3.2147	9.779	20.4133	0.7845	1.9393	6.6105	18.5425	1.3162	5.993	2.7659	26.8301	1	3.9365	3.4584	142.277	4.0558	21.9717	1.6608	13.3306	1.8621	18.4607	3.221	22.5908	2.0624	10.1549
NODE_5807_length_1064_cov_3.458870	1064	1.7304	10.3818	17.5331	0.3074	0.2986	3.174	15.2391	0.2079	0.592	0.6608	3.3854	0.2582	0.4897	0.1269	0.4045	1.1258	7.3062	0.3512	0.5896	0.5383	1.8173	2.8709	3.1509	0.7615	2.471
NODE_5808_length_1064_cov_3.356789	1064	6.9382	6.8534	3.663	0.1718	0.2826	0.477	0.8193	21.7123	5.5765	0.0416	0.0815	16.2626	45.9375	16.8972	10.8394	0.0438	0.1733	13.5547	17.6755	4.6937	1.768	0.6061	0.7187	1.9442	2.1645
NODE_5809_length_1064_cov_2.591675	1064	2.9525	9.2341	9.9736	0.2998	1.1937	0.4934	3.1812	1.2921	6.7043	0.291	1.3303	6.3567	8.0369	3.86	5.6211	0.1247	0.4006	2.1105	5.9779	0.814	3.444	2.9672	61.9858	7.5864	13.4958
NODE_5810_length_1064_cov_2.500496	1064	1.8201	5.6586	3.0268	0.6422	7.1084	0.1247	0.7336	2.8862	5.3364	0.1718	0.4885	2.128	5.7853	2.0832	4.9438	0.0678	0.1093	5.593	28.6666	1.8359	1.9862	0.3742	3.1063	0.2757	0.6862
NODE_5811_length_1063_cov_8.721230	1063	7.7717	14.4326	29.7742	1.6955	2.3896	55.4644	1050.3125	0.1752	0.3201	6.8248	21.1184	0	0	1.1731	1.9569	6.7349	69.5788	1.5827	3.8662	3.7601	8.0071	0.644	1.2339	0.7733	1.601
NODE_5812_length_1063_cov_4.440476	1063	3.0539	10.6364	5.5255	2.5915	8.6476	0.1292	0.242	0.7382	0.6628	7.632	51.2701	2.7185	1.7069	6.8456	18.5452	0.2147	0.91	2.3001	3.9734	0.8456	1.1702	0.6922	6.3931	1.3034	2.3497
NODE_5813_length_1063_cov_4.366071	1063	5.2623	11.8083	15.8854	1.1654	17.5351	1.5926	4.5948	0.2618	0.79	0.3319	0.8514	0.1314	0.2459	0.6166	0.9187	0.6495	3.4976	0.2903	1.1032	0.7415	0.9748	1.0942	1.6709	44.4644	488.0538
NODE_5814_length_1063_cov_3.786706	1063	7.2253	9.3625	5.3454	0.6922	9.301	11.828	17.4583	12.9584	341.1913	0.0427	0.0409	5.4578	20.766	18.1205	26.4131	0.7393	5.171	11.5926	21.7417	10.713	40.1105	0.9901	3.319	4.2059	26.304
NODE_5815_length_1063_cov_3.376984	1063	1.7474	7.5663	7.8051	0.1577	0.2163	0.4129	0.2844	3.0767	18.2639	0	0	1.0307	1.4508	1.5268	2.2934	0.1051	0.2148	4.7437	6.193	2.1807	6.3039	0.0832	0.1597	0.0854	0.1637
NODE_5816_length_1063_cov_3.366071	1063	0.8341	6.8598	3.6273	0.2629	0.501	0.1271	0.3961	0.3395	0.7311	0.0854	0.1637	0.5323	1.2339	0.2771	0.5097	0.3067	4.2041	0.3505	0.8332	0.3111	0.6926	0.2453	1.0713	0.3111	0.7628
NODE_5817_length_1063_cov_3.251984	1063	2.694	8.0821	7.9176	2.4283	1.4337	0.8532	0.7526	3.0657	3.1689	0.0164	0.0162	6.4195	6.3227	6.1292	13.9394	0.3045	3.1484	1.2486	1.7331	1.0778	0.9709	0.241	0.9068	2.4611	2.8145
NODE_5818_length_1063_cov_3.229167	1063	0.8639	5.7371	5.0098	0.1249	0.2344	0	0	0.3987	0.5185	1.6692	14.8905	0.8018	2.5802	0	0	0.448	8.5809	0.368	0.9916	0.6769	0.3461	0	0	0.1424	0.2648
NODE_5819_length_1063_cov_1.625000	1063	5.0639	5.5696	2.5963	0.793	1.6841	10.4469	16.2387	1.4206	3.5269	4.0843	38.6146	12.9222	28.7056	9.3899	27.5605	1.0416	3.5334	7.035	12.8628	1.2563	3.2742	0.7985	2.8124	6.0088	8.2455
NODE_5820_length_1062_cov_3.740814	1062	8.7159	8.7467	9.0016	1.0055	3.3468	35.5417	33.5768	1.2895	5.6856	8.5395	22.2136	4.2599	10.5767	9.33	12.6714	3.8289	7.0399	4.7138	15.0827	14.7226	37.0942	9.9046	15.6583	2.7083	9.0762
NODE_5821_length_1062_cov_3.501490	1062	1.4536	6.784	10.7579	0.5669	4.4522	4.0943	20.0174	0.2588	0.5652	1.5504	1.7011	0.2939	0.6688	0.3114	0.9809	1.1656	2.7311	0.17	0.2686	0.1623	0.2349	0.6096	2.8112	1.4759	2.9566
NODE_5822_length_1062_cov_3.192651	1062	2.8321	6.1897	7.4272	0.3377	0.7289	1.1031	1.1573	1.4057	2.5202	4.4276	44.5941	4.1963	10.0701	5.5241	8.2651	0.7072	2.361	5.3279	15.6103	0.9583	1.8885	0.1853	0.3641	3.6228	5.6446
NODE_5823_length_1062_cov_3.043694	1062	0.7575	4.7149	1.2732	0.3289	1.8587	0.2763	1.2496	0.5307	3.661	0.6162	6.6714	0.125	0.2346	0.3487	1.2438	0.125	0.7352	0.2719	0.6373	0.7697	1.0666	0.443	1.2964	0.5395	1.2103
NODE_5824_length_1062_cov_2.871897	1062	28.3997	6.9002	3.7299	0.5318	1.0813	247.6261	35017.1953	0.2862	0.7753	0.261	1.1568	0.5789	1.1244	0.4276	2.9827	0.1316	0.773	0.5757	1.0415	2.8037	3.7649	71.9561	3082.9841	8.7171	45.1295
NODE_5825_length_1062_cov_2.762661	1062	7.4082	9.7204	48.8888	1.136	6.1571	18.1568	1556.3168	0.8542	2.3355	5.8717	224.1339	6.8947	21.6113	7.0855	35.6831	12.6513	1066.1066	9.5768	27.8953	4.0866	42.9508	7.7478	476.9133	5.1162	68.3751
NODE_5826_length_1062_cov_2.575968	1062	2.2523	8.2697	8.7856	1.2478	13.6378	0.6678	4.4702	2.1656	20.4632	0.4013	1.7971	3.068	8.3291	1.9671	14.7036	0.9232	15.2191	1.6382	7.8997	2.0154	14.6518	2.6469	17.6842	2.0164	13.7571
NODE_5827_length_1062_cov_2.404171	1062	11.4511	6.4243	5.07	0.443	0.9869	23.7171	23.5159	0.2796	0.678	10.5614	40.1784	6.2522	6.1229	0.2083	0.9884	75.5844	136.0126	7.8936	10.7669	5.8366	35.9085	0.0417	0.0817	0.1711	0.9103
NODE_5828_length_1061_cov_21.458250	1061	7.1196	39.2997	70.6189	0.1998	0.3095	37.5576	24371.5273	0.2953	0.4413	0.8463	4.4467	0.3963	1.1318	0.7069	5.9701	0.8123	13.8977	0.4962	1.2129	0.5126	1.3974	0.6213	2.8993	3.6915	26.2641
NODE_5829_length_1061_cov_15.851889	1061	5.8641	20.8101	37.2507	0.1438	0.2661	38.2481	940.8571	0.3381	1.0196	1.3952	8.3338	0.3337	0.8907	0.6092	1.7812	5.4918	1445.8634	0.4808	2.0323	0.3875	3.9189	0.0834	0.1601	2.0472	6.2428
NODE_5830_length_1061_cov_5.659046	1061	14.4314	12.8419	19.2937	2.2942	31.087	40.7695	191.0457	0.281	0.6001	9.3447	18.6217	34.4149	76.5288	18.6718	9.1064	21.0373	108.6425	25.8661	27.47	5.8617	21.0754	0.3776	1.9518	1.416	6.9993
NODE_5831_length_1061_cov_5.557654	1061	1.3261	9.9912	6.2329	0.2503	0.5878	0.0856	0.1641	0.4094	0.8596	0.2283	1.4072	0.6597	1.6995	0.6432	3.1506	0.8101	2.0661	0.8211	5.9185	0.4281	2.2297	0.8858	4.0353	0.7003	1.8628
NODE_5832_length_1061_cov_5.364811	1061	1.1884	11.1723	11.1274	0.2086	0.374	0.0856	0.3047	0.2656	0.9184	0.1175	0.5345	0.4446	1.4956	0.2547	0.5724	0.0066	0.0065	0.2766	0.6685	0.1668	0.3062	0.6004	4.8578	0.6619	2.7911
NODE_5833_length_1061_cov_3.769384	1061	3.1816	8.6773	11.6782	1.3557	1.2316	5.0845	7.55	1.0505	3.404	4.1416	7.3349	1.4325	4.1358	7.5796	43.5428	2.7827	4.434	2.056	10.8375	2.3952	5.9667	0.944	4.0397	0.6795	3.1543
NODE_5834_length_1061_cov_3.698807	1061	1.8962	7.7947	10.6754	2.472	116.1374	1.0033	8.0736	1.3754	5.9139	1.5038	26.6349	2.079	39.8355	1.0681	7.0085	1.7069	13.5129	2.3436	18.9972	1.1383	2.7984	0.0626	0.1005	0.2064	0.9046
NODE_5835_length_1061_cov_3.354871	1061	6.9247	8.8858	3.4837	1.0143	1.7723	32.506	52.3337	0.3699	1.1454	5.3996	10.3193	1.1218	2.406	7.0165	5.7283	5.0955	2.2799	1.685	2.2556	8.6158	6.1445	9.247	12.2851	2.1394	1.274
NODE_5836_length_1061_cov_3.330020	1061	7.3187	8.8836	10.0678	0.8046	1.1266	11.7366	24.8426	20.2623	135.3784	5.7925	24.3998	12.3194	23.2286	6.3074	26.0241	1.1043	2.199	6.7794	23.4271	5.3271	15.9808	1.2141	1.975	7.2931	4.7503
NODE_5837_length_1061_cov_2.776342	1061	0.6626	6.2119	2.943	0.2173	1.056	0.5862	10.6934	0.0856	0.1641	0.2437	1.712	0.101	0.192	0.1054	0.1779	0.0878	0.1681	0.0121	0.0119	0.0834	0.1601	0.09	0.1721	0.1273	0.2387
NODE_5838_length_1061_cov_2.775348	1061	4.3233	7.2426	4.0455	1.1866	1.7739	3.3568	3.5154	1.2349	1.6788	0.8727	3.3178	15.4226	20.4575	4.0406	7.0104	0.8518	3.0011	9.0088	20.4351	8.2338	10.0233	0.1339	0.2502	0.2942	1.1881
NODE_5839_length_1061_cov_2.344930	1061	6.6252	7.1526	17.7536	1.1449	3.3922	2.4885	10.4194	0.9528	4.8758	34.0604	72.281	2.2678	4.5348	13	42.8593	2.6487	13.0303	3.3864	13.5824	7.5576	28.0118	2.5785	28.2859	2.2645	17.8211
NODE_5840_length_1060_cov_23.231841	1060	7.0307	48.8791	109.4815	0.6374	2.0312	11.6736	19.373	0.6945	2.285	2.2044	7.3443	5.9495	46.8357	2.4165	6.5117	0.7297	7.3614	2.7242	9.3133	0.7341	3.465	1.6846	21.4197	6.0407	37.7926
NODE_5841_length_1060_cov_3.223881	1060	2.7317	6.0319	2.5589	0.4341	1.247	1.7791	1.9721	2.5462	5.4385	0.1451	1.7215	8.9308	2.8214	0.9791	1.4726	0.0066	0.0132	7.2901	6.5934	1.2802	3.0688	0.7022	7.1576	2.6549	2.4617
NODE_5842_length_1060_cov_2.341294	1060	4.6769	5.9626	1.8226	0.4692	1.2922	7.4121	3.3471	0.7571	1.5658	1.6516	22.0314	1.0681	0.8336	15.1363	30.8153	0.4802	4.9298	10.4495	41.2532	10.9571	35.1544	1.011	14.7656	0.7681	3.7273
NODE_5843_length_1059_cov_6.250000	1059	15.3747	15.0726	15.1952	0.6546	0.7726	45.0297	50.1236	0.1111	0.1892	10.7272	23.0709	28.5358	19.1719	21.5369	36.0397	26.6634	43.9945	29.8625	89.2619	5.9945	13.8733	0.1738	0.3178	0.1342	0.4269
NODE_5844_length_1059_cov_4.211155	1059	2.4974	7.1518	5.7941	0.6359	0.7825	19.8317	11.2877	0.3036	0.683	0.22	1.0969	0.2574	1.1011	0.2948	1.0319	0	0	0.6777	0.7319	0.2926	1.6456	0.1716	0.4727	0.132	0.4143
NODE_5845_length_1059_cov_4.095618	1059	5.9375	10.5446	11.4289	0.6458	3.4493	9.3344	65.1347	2.9978	20.7885	3.9494	76.33	8.9054	22.7289	7.604	19.0104	2.0517	39.0777	13.6766	47.023	8.1837	21.9012	1.1056	10.1056	2.2508	9.622
NODE_5846_length_1059_cov_4.094622	1059	4.2893	10.0242	16.7836	0.1892	0.2791	3.2233	9.2309	12.8394	52.9499	0.0803	0.1158	7.6337	17.8712	5.7591	11.1038	0.0484	0.0946	8.8966	11.4056	2.0077	2.327	0.4499	0.6575	0.3201	0.4778
NODE_5847_length_1059_cov_3.944223	1059	5.3586	10.3564	6.3772	0.9516	1.6915	20.2794	119.3447	0.5963	1.1463	1.3652	21.7387	2.429	3.9325	1.9252	2.5671	1.9472	4.3915	1.857	2.2064	10.5556	29.778	9.6216	36.4513	2.4191	4.8781
