,contigName,contigLen,totalAvgDepth,scaffolds.fasta/DRR310871_R1.fastq.gz.bam,scaffolds.fasta/DRR310872_R1.fastq.gz.bam,scaffolds.fasta/DRR310873_R1.fastq.gz.bam,scaffolds.fasta/DRR310874_R1.fastq.gz.bam,scaffolds.fasta/DRR310875_R1.fastq.gz.bam,scaffolds.fasta/DRR310876_R1.fastq.gz.bam,scaffolds.fasta/DRR310877_R1.fastq.gz.bam,scaffolds.fasta/DRR310878_R1.fastq.gz.bam,scaffolds.fasta/DRR310879_R1.fastq.gz.bam,scaffolds.fasta/DRR310880_R1.fastq.gz.bam,scaffolds.fasta/DRR310881_R1.fastq.gz.bam,scaffolds.fasta/DRR310882_R1.fastq.gz.bam
904,NODE_905_length_3557_cov_4.898629,3557,1.6834,0.6909,0.4162,0.3962,0.7438,0.2762,0.7825,0.5817,0.2853,1.2492,3.7141,0.7534,10.3117
906,NODE_907_length_3553_cov_4.795597,3553,1.4124,0.3767,0.3329,0.4455,0.4572,0.1375,0.526,0.5886,0.1834,0.7958,1.7922,0.5457,10.7676
909,NODE_910_length_3543_cov_4.925745,3543,1.5433,0.3943,0.2517,0.4748,0.5641,0.2735,0.6065,0.7362,0.1642,0.7748,3.0489,1.0869,10.1435
911,NODE_912_length_3540_cov_5.795983,3540,1.5129,0.2501,0.331,0.3581,0.3855,0.1493,0.7304,0.4463,0.0909,0.7227,3.0525,0.944,10.6944
918,NODE_919_length_3523_cov_4.627739,3523,1.2402,0.2739,0.3309,0.4079,0.3572,0.2834,0.5998,0.4563,0.0792,0.3682,1.0634,0.611,10.0516
920,NODE_921_length_3521_cov_6.159261,3521,1.5115,0.4835,0.4195,0.5191,0.4106,0.1899,0.5743,0.4782,0.4506,0.3794,1.4696,0.9048,11.8588
926,NODE_927_length_3518_cov_3.732313,3518,1.562,0.7818,0.4813,0.8429,0.747,0.2553,0.5012,0.7556,1.4088,0.8495,2.8085,1.2289,8.0834
929,NODE_930_length_3511_cov_4.620081,3511,1.4869,0.5823,0.2169,0.3288,0.5177,0.1297,0.3181,1.4231,0.2606,0.6123,1.7117,3.0988,8.643
940,NODE_941_length_3488_cov_4.360035,3488,1.5384,0.8253,0.2259,0.2627,0.5006,0.5165,0.6078,0.9173,0.3029,1.1189,2.5422,0.8376,9.8035
942,NODE_943_length_3482_cov_5.729209,3482,1.5036,0.6185,0.3739,0.5207,0.6023,0.3998,0.4841,0.434,0.1771,0.8908,2.1005,0.7878,10.6537
945,NODE_946_length_3477_cov_5.100234,3477,1.3281,0.4307,0.2837,0.3493,0.4418,0.2098,0.4418,0.55,0.4004,0.6072,0.5425,1.3231,10.3571
957,NODE_958_length_3455_cov_4.436471,3455,1.5609,0.7682,0.3764,0.8154,0.6572,0.2917,0.9558,0.9262,0.3812,0.7213,2.0042,1.2775,9.5561
958,NODE_959_length_3454_cov_5.374522,3454,1.182,0.2912,0.2933,0.3114,0.2906,0.168,0.3741,0.4401,0.1762,0.5236,0.4594,0.8916,9.9649
966,NODE_967_length_3442_cov_5.851786,3442,1.5694,0.5687,0.5255,0.8451,0.6185,0.1886,0.5674,0.7421,0.4083,0.8253,2.0313,0.7573,10.7552
973,NODE_974_length_3428_cov_5.744738,3428,1.4402,0.3883,0.2703,0.3252,0.4027,0.1952,0.4878,0.479,0.2404,0.6702,1.144,1.2944,11.3844
976,NODE_977_length_3425_cov_6.900890,3425,1.975,0.6034,0.3289,0.3835,0.5249,0.6085,0.5032,1.0055,0.0696,0.5805,4.2608,1.1893,13.6424
990,NODE_991_length_3399_cov_5.527811,3399,1.4179,0.6356,0.3272,0.373,0.6205,0.2358,0.5525,0.4712,0.1687,0.5666,1.397,1.4561,10.2111
996,NODE_997_length_3390_cov_6.498951,3390,1.6889,0.5645,0.3228,0.2407,0.6657,0.1111,0.7287,0.5559,0.212,0.9552,2.3074,1.2914,12.3114
997,NODE_998_length_3390_cov_6.288456,3390,1.5543,0.4654,0.6608,0.3377,0.3667,0.4312,0.5787,0.4966,0.3494,0.6852,1.9386,0.8954,11.4457
1001,NODE_1002_length_3385_cov_6.352252,3385,1.6526,0.7546,0.255,0.2553,0.4139,0.1342,0.7162,0.842,0.1292,0.8733,2.3771,1.1465,11.9342
1013,NODE_1014_length_3369_cov_5.683162,3369,1.3209,0.2262,0.2137,0.306,0.4219,0.1075,0.5082,0.3908,0.118,0.5275,2.0093,0.5974,10.424
1015,NODE_1016_length_3369_cov_3.894991,3369,1.2319,0.261,0.4066,0.1945,0.3709,0.5026,0.3818,0.3228,0.255,0.4949,1.6716,0.7052,9.2156
1018,NODE_1019_length_3364_cov_21.372620,3364,3.7092,0.3233,0.2698,0.4589,0.3286,1.3488,0.2604,0.1814,0.15,0.2906,0.5075,0.3942,39.9966
1031,NODE_1032_length_3336_cov_5.626638,3336,1.1384,0.2348,0.1795,0.3305,0.4375,0.1086,0.4363,0.2411,0.1224,0.2304,0.4055,0.9896,9.9441
1040,NODE_1041_length_3317_cov_5.385040,3317,1.4704,0.6321,0.1819,1.4159,0.3063,0.9012,0.8121,0.347,0.1326,0.4878,0.5592,1.0597,10.809
1045,NODE_1046_length_3302_cov_5.214044,3302,1.6008,1.0111,0.4423,0.2709,0.6983,0.6037,0.5466,0.6599,0.2192,0.6428,2.507,1.4984,10.1095
1048,NODE_1049_length_3294_cov_5.195431,3294,1.5934,0.3804,0.277,0.5153,0.7198,0.3346,0.8232,0.4189,0.382,0.9895,2.7405,0.7802,10.7589
1049,NODE_1050_length_3293_cov_4.710624,3293,1.4223,0.4922,0.4664,0.4108,0.622,0.2463,0.4467,0.707,0.2135,0.9316,2.7639,0.7576,9.0099
1051,NODE_1052_length_3288_cov_5.508815,3288,1.4875,0.7065,0.3002,0.1893,0.6511,0.4066,0.3881,0.6052,0.0924,0.3722,2.2189,0.9713,10.9481
1053,NODE_1054_length_3279_cov_4.902605,3279,1.3282,0.442,0.2304,0.3253,0.4308,0.1994,0.3624,0.4672,0.1221,0.4666,2.4458,0.9089,9.5369
1054,NODE_1055_length_3278_cov_7.064536,3278,1.474,0.3168,0.1387,0.2174,0.2161,0.1093,0.2912,0.2449,0.2596,0.3325,2.2548,0.2839,13.0227
1056,NODE_1057_length_3277_cov_4.907511,3277,1.1683,0.1772,0.3102,0.1599,0.5318,0.1941,0.4349,0.3847,0.1586,1.0697,0.9169,0.8174,8.8647
1057,NODE_1058_length_3276_cov_6.744489,3276,1.7337,0.7246,0.2252,0.6289,0.4143,0.1913,0.937,0.6024,0.0633,0.6801,3.088,1.2134,12.0355
1074,NODE_1075_length_3240_cov_5.284772,3240,1.3689,0.4104,0.3172,0.4214,0.4573,0.388,0.4291,0.5883,0.2304,0.522,1.4812,0.7175,10.4641
1082,NODE_1083_length_3226_cov_4.511195,3226,1.1905,0.3153,0.4873,0.5858,0.4067,0.2874,0.4759,0.3927,1.0455,0.5179,0.3488,0.4197,9.0029
1083,NODE_1084_length_3225_cov_4.800946,3225,1.2889,0.3779,0.2803,0.3171,0.5096,0.1633,0.6322,0.5528,0.3005,0.5294,1.2797,1.1509,9.3727
1084,NODE_1085_length_3223_cov_5.414773,3223,1.4096,0.2896,0.3088,0.3964,0.3501,0.2538,0.4878,0.4673,0.0638,1.0758,2.1191,0.6072,10.4956
1091,NODE_1092_length_3213_cov_4.808106,3213,1.3542,0.6513,0.3023,0.3317,0.4603,0.1946,0.6007,0.5184,0.1822,0.6846,2.793,0.8642,8.6667
1105,NODE_1106_length_3192_cov_5.379662,3192,1.6744,1.0565,0.2998,0.7844,0.5812,0.3767,0.3932,0.811,0.3922,0.6318,2.5003,1.1963,11.0694
1112,NODE_1113_length_3182_cov_6.184202,3182,1.7734,0.4202,0.2414,1.2767,0.6534,0.2559,0.6771,0.5363,0.1161,0.6524,2.591,1.2078,12.6527
1121,NODE_1122_length_3162_cov_5.644673,3162,1.725,0.4894,0.4183,0.7198,0.5774,0.1487,0.3828,0.6653,0.2961,0.9851,2.5531,0.8058,12.6587
1127,NODE_1128_length_3149_cov_5.609567,3149,1.5265,0.8893,0.4118,0.3224,0.5382,0.3948,0.6962,0.5779,0.4421,0.8896,1.2274,0.946,10.9817
1129,NODE_1130_length_3147_cov_4.053364,3147,1.3658,0.5752,0.2389,0.3313,0.4838,0.5095,0.6333,0.5325,0.2609,0.8595,2.4958,0.8879,8.5806
1131,NODE_1132_length_3143_cov_5.517487,3143,1.5977,0.3542,0.1196,0.8059,0.3425,0.44,0.3742,0.3532,0.1858,0.9736,2.4694,1.0772,11.6766
1134,NODE_1135_length_3136_cov_5.274911,3136,1.2795,0.4126,0.294,0.2549,0.288,0.1427,0.3751,0.5449,0.1038,0.4431,1.6715,0.7813,10.0425
1135,NODE_1136_length_3136_cov_4.948393,3136,1.4574,0.3935,0.2713,1.9243,0.3265,0.1571,0.922,0.3714,0.0516,0.5901,1.7502,0.492,10.2384
1140,NODE_1141_length_3125_cov_4.856352,3125,1.4465,0.3005,0.2592,0.2696,0.479,0.3536,0.5738,0.6306,0.1439,0.8824,1.8242,1.1492,10.4918
1148,NODE_1149_length_3116_cov_4.352826,3116,1.4634,0.4953,0.3429,2.4026,0.2407,0.4241,0.558,0.5934,0.3608,0.8048,1.2404,1.116,8.9825
1149,NODE_1150_length_3114_cov_4.695979,3114,0.9928,0.1039,0.1437,0.0766,0.1373,0.1032,0.2055,0.3809,0.1026,0.2088,0.8246,0.6832,8.9437
1151,NODE_1152_length_3110_cov_6.627169,3110,1.7136,0.4253,0.4851,0.348,0.5122,0.7882,0.4747,0.5145,0.348,0.8601,3.1764,0.8409,11.7899
1157,NODE_1158_length_3098_cov_5.278344,3098,1.5992,0.7337,0.3382,0.4735,0.5319,0.8094,0.4949,0.5957,0.2646,1.3674,2.5957,1.3012,9.6839
1165,NODE_1166_length_3087_cov_5.293536,3087,1.3037,0.2445,0.2274,0.3044,0.5754,0.2799,0.5009,0.3568,0.73,0.5659,1.855,0.5652,9.4385
1167,NODE_1168_length_3086_cov_4.854174,3086,1.3166,0.5048,0.1035,0.8587,0.4469,0.1322,0.2653,0.4203,0.1294,0.6652,1.7994,0.7854,9.6887
1175,NODE_1176_length_3078_cov_5.541846,3078,1.3637,0.2247,0.2671,0.0799,0.3521,0.2254,0.3508,0.3975,0.0598,0.6892,2.07,0.804,10.8439
1176,NODE_1177_length_3075_cov_3.886093,3075,1.3866,0.1651,0.2126,1.0896,0.359,0.0961,0.6568,0.3993,0.0526,0.5867,2.895,0.8291,9.2968
1185,NODE_1186_length_3065_cov_5.269103,3065,1.6372,0.8168,0.3084,0.8563,0.4978,0.1657,0.6453,0.7578,0.3918,0.6909,3.0014,1.3269,10.188
1187,NODE_1188_length_3062_cov_4.491852,3062,1.4552,0.6188,0.3863,0.456,0.7397,0.6092,0.9536,0.6099,0.3479,0.6511,2.4124,0.6295,9.0481
1193,NODE_1194_length_3058_cov_5.872128,3058,1.6129,0.2208,0.2204,0.8532,0.5086,0.1596,0.6575,0.5069,0.0392,1.4718,2.7558,0.8772,11.0843
1194,NODE_1195_length_3057_cov_8.667555,3057,2.0246,0.3516,0.4059,1.1906,0.4592,0.1741,0.5476,0.5384,0.1617,1.2239,2.2731,0.8669,16.1022
1206,NODE_1207_length_3045_cov_6.326087,3045,1.5908,0.4028,0.2508,0.248,0.5579,0.1962,0.4491,0.456,0.0919,0.677,2.8839,1.0307,11.8449
1207,NODE_1208_length_3045_cov_6.123746,3045,1.6702,0.7402,0.3851,1.1461,0.3406,0.2235,0.4221,0.4093,0.4712,0.8584,2.2228,0.5299,12.2933
1213,NODE_1214_length_3036_cov_5.617578,3036,1.2952,0.1618,0.1622,1.8202,0.1462,0.0527,0.1878,0.1746,0.0856,0.3718,2.8559,0.4058,9.1185
1215,NODE_1216_length_3033_cov_5.461048,3033,1.5551,0.2324,0.3441,0.8165,0.308,0.0864,0.3975,0.3583,0.0534,0.539,4.0003,0.7586,10.7662
1222,NODE_1223_length_3025_cov_5.953199,3025,1.783,0.6254,0.4821,0.2289,0.735,0.1329,0.6237,0.569,0.3944,0.8473,4.199,1.1283,11.4296
1224,NODE_1225_length_3021_cov_4.955496,3021,1.5531,0.3661,0.4465,0.4228,0.5078,0.1665,0.5521,0.4187,0.1299,0.5866,3.8189,1.1836,10.0373
1228,NODE_1229_length_3019_cov_5.500675,3019,1.829,0.8564,0.2238,0.8644,0.7382,0.4235,0.755,0.8902,0.4611,1.5692,3.9627,1.2774,9.9261
1229,NODE_1230_length_3017_cov_4.517218,3017,1.165,0.3446,0.1744,0.2194,0.3994,0.1074,0.3383,0.3007,0.3446,0.3132,2.5595,0.3568,8.5218
1250,NODE_1251_length_2986_cov_4.414193,2986,1.3854,0.3117,0.2874,0.8008,0.4795,0.1104,0.5437,0.4355,0.0945,0.4006,2.6904,1.2849,9.1851
1253,NODE_1254_length_2980_cov_5.849231,2980,1.4567,0.4233,0.2431,0.559,0.4572,0.4905,0.4413,0.4092,0.1208,0.7477,1.6318,1.1625,10.7936
1262,NODE_1263_length_2968_cov_4.426365,2968,1.3698,0.318,0.2243,0.2881,0.4088,1.0241,0.4198,0.4929,0.1398,0.6189,2.0256,0.918,9.5589
1275,NODE_1276_length_2958_cov_5.223562,2958,1.4134,0.3625,0.2877,0.1656,0.3949,0.1396,0.5474,0.6585,0.1774,0.8615,2.0021,0.766,10.5976
1292,NODE_1293_length_2944_cov_4.678089,2944,1.6643,0.6693,0.2996,0.5247,0.714,0.3554,0.6972,0.8765,0.4968,1.1514,2.0397,1.8497,10.2971
1296,NODE_1297_length_2937_cov_4.038168,2937,1.1816,0.2537,0.2027,0.1141,0.4769,0.1665,0.4291,0.5762,0.0969,0.432,2.61,0.4675,8.3531
1311,NODE_1312_length_2925_cov_4.837282,2925,1.6136,0.8317,0.2007,0.4454,0.8822,0.3661,0.8605,0.7881,0.1139,1.1885,2.116,1.2339,10.3359
1317,NODE_1318_length_2911_cov_6.409314,2911,1.4791,0.5375,0.2296,0.3082,0.2115,0.1804,0.4716,0.31,0.0985,0.5129,2.1702,0.4781,12.2412
1337,NODE_1338_length_2881_cov_5.719745,2881,1.4542,0.6243,0.4526,0.1289,0.6932,0.3801,0.4687,0.476,0.2453,0.8967,1.6818,0.8956,10.5068
1355,NODE_1356_length_2864_cov_4.817729,2864,1.3789,0.5066,0.3161,0.1002,0.5438,0.0995,0.5696,0.406,0.1905,0.5527,2.5807,0.801,9.8795
1359,NODE_1360_length_2859_cov_7.671184,2859,1.4625,0.172,0.2739,0.6275,0.3411,0.2119,0.3603,0.4049,0.0428,0.4766,1.2658,0.3939,12.9797
1360,NODE_1361_length_2856_cov_5.928597,2856,1.6132,0.456,0.269,1.7498,0.3684,0.3877,0.9948,0.1766,0.0724,0.9542,1.643,0.7291,11.5573
1364,NODE_1365_length_2853_cov_5.264832,2853,1.4208,0.2989,0.3315,0.3552,0.6053,0.4913,0.4861,0.4354,0.1724,0.6541,2.6053,1.04,9.5745
1366,NODE_1367_length_2850_cov_6.879428,2850,1.2823,0.1585,0.1178,0.2933,0.2733,0.0719,0.2696,0.2393,0.1126,0.4537,1.0374,0.8,11.5607
1367,NODE_1368_length_2849_cov_4.232641,2849,1.271,0.3398,0.3435,0.6024,0.5761,0.3924,0.482,0.2234,0.4061,1.0144,1.7599,0.5839,8.528
1371,NODE_1372_length_2846_cov_4.718022,2846,1.3353,0.6447,0.1862,0.2018,0.3976,0.184,0.776,0.2159,0.0282,0.7055,2.2059,0.8576,9.6209
1376,NODE_1377_length_2839_cov_5.010057,2839,1.5084,0.3533,0.4143,0.5615,0.5444,0.5024,0.8129,0.7337,0.3064,0.8349,2.0937,0.7843,10.1592
1377,NODE_1378_length_2837_cov_4.476636,2837,1.2984,0.3443,0.4693,0.3454,0.5337,0.3465,0.2929,0.4533,0.355,0.4302,2.2966,1.1321,8.5809
1391,NODE_1392_length_2820_cov_5.537794,2820,1.3113,0.176,0.1981,0.518,0.1498,0.2861,0.3094,0.2322,0.2562,0.2603,1.9255,0.8955,10.5285
1399,NODE_1400_length_2817_cov_4.103548,2817,1.2327,0.4987,0.3082,0.2242,0.6427,0.2422,0.5272,0.5171,0.0442,0.9464,1.5017,0.3866,8.9531
1400,NODE_1401_length_2816_cov_4.221659,2816,1.4818,0.656,0.4104,0.9587,0.4715,0.3188,0.5986,0.8822,0.4017,0.8683,2.7817,0.8781,8.5559
1410,NODE_1411_length_2805_cov_4.189455,2805,1.3647,0.4708,0.2373,1.5145,0.4105,0.1966,0.5748,0.5036,0.1966,1.1013,1.4723,1.1186,8.5797
1424,NODE_1425_length_2794_cov_5.634903,2794,1.8702,0.4633,0.2655,1.5431,0.9013,0.2776,0.8638,0.3359,0.3026,0.5809,3.8419,1.7734,11.2927
1431,NODE_1432_length_2786_cov_5.533504,2786,1.2945,0.4124,0.3536,0.6923,0.47,0.286,0.544,0.3972,0.2769,0.4932,0.4404,0.893,10.2747
1439,NODE_1440_length_2777_cov_4.631154,2777,1.3331,0.5086,0.2048,1.0046,0.4073,0.2086,0.5447,0.4945,0.0579,0.7324,0.5725,1.2707,9.9905
1445,NODE_1446_length_2769_cov_7.439573,2769,1.5932,0.2978,0.2287,0.5823,0.5323,0.1329,0.5594,0.5609,0.2806,0.6743,1.0042,0.8893,13.3757
1455,NODE_1456_length_2758_cov_4.469108,2758,1.6236,0.4655,0.1534,0.4456,0.3577,0.3804,0.3597,0.7009,0.1227,0.3681,0.2347,4.5387,11.3562
1461,NODE_1462_length_2751_cov_4.343843,2751,1.3584,0.6205,0.3745,0.2764,0.5213,0.4091,0.6417,0.6551,0.3914,0.6713,2.1023,0.8812,8.7562
1462,NODE_1463_length_2749_cov_6.020787,2749,1.5762,0.5668,0.2724,0.2109,0.5494,0.4594,0.5537,0.3621,0.414,0.6072,3.1785,0.5502,11.1901
1469,NODE_1470_length_2742_cov_6.038333,2742,1.627,0.4201,0.3071,1.2195,0.4182,0.1327,0.4861,0.3812,0.1867,0.4715,2.686,0.9352,11.88
1471,NODE_1472_length_2742_cov_3.544101,2742,1.0127,0.456,0.1944,0.2384,0.3272,0.1026,0.7643,0.3418,0.2215,0.3302,0.3125,0.9309,7.9329
1472,NODE_1473_length_2740_cov_6.048045,2740,1.5162,0.5193,0.3174,0.6359,0.4471,0.2236,0.3722,0.4459,0.39,0.5653,2.6375,0.5977,11.0432
1475,NODE_1476_length_2738_cov_5.498695,2738,1.4626,0.3787,0.2249,0.3385,0.4826,0.3648,0.5336,0.4308,0.5178,0.5703,1.6491,0.777,11.2828
1477,NODE_1478_length_2738_cov_4.138651,2738,1.3337,0.575,0.1932,0.1631,0.483,0.26,0.4961,0.6878,0.2202,0.706,1.4393,1.4633,9.3168
1478,NODE_1479_length_2737_cov_4.402685,2737,1.7461,0.8044,0.4959,0.5818,0.9358,0.4859,0.9285,0.7704,0.3788,1.2899,2.7364,1.8075,9.7375
1481,NODE_1482_length_2736_cov_3.300261,2736,1.6035,0.6261,0.1524,0.5696,0.7069,0.5112,0.8581,0.7842,0.4722,0.8442,1.384,1.35,10.9838
1482,NODE_1483_length_2735_cov_4.629104,2735,1.4706,0.7594,0.2569,0.1083,0.5014,0.0762,0.5957,0.3969,0.1273,0.788,2.2244,0.5389,11.2743
1485,NODE_1486_length_2733_cov_3.766990,2733,1.4677,0.4874,0.3879,0.3407,0.7503,0.1959,0.6841,0.8037,0.5041,0.8405,2.5889,0.9985,9.031
1488,NODE_1489_length_2731_cov_4.792975,2731,1.42,0.5757,0.1499,0.3983,0.2437,0.093,0.5242,0.3146,0.1232,0.554,2.6463,1.0717,10.3448
1494,NODE_1495_length_2724_cov_4.361184,2724,1.2225,0.2673,0.1686,0.3015,0.3372,0.2673,0.5478,0.5956,0.2246,0.7576,2.4141,0.9848,7.8038
1505,NODE_1506_length_2711_cov_4.855422,2711,1.452,0.3764,0.2347,1.5744,0.3327,0.2522,0.7497,0.2265,0.278,0.631,1.9539,1.353,9.4619
1506,NODE_1507_length_2711_cov_4.335843,2711,1.3731,0.5841,0.3791,0.303,0.3717,0.1148,0.5646,0.485,0.4369,0.4225,3.2468,0.8094,8.7587
1522,NODE_1523_length_2691_cov_5.994310,2691,1.4174,0.4691,0.3821,0.2967,0.4124,0.3723,0.4754,0.5773,0.1708,0.6375,0.9036,1.3506,10.9606
1526,NODE_1527_length_2686_cov_5.280122,2686,1.3424,0.5142,0.3659,0.123,0.3226,0.1088,0.5418,0.5335,0.2382,0.3659,2.2575,0.8494,9.8876
1531,NODE_1532_length_2683_cov_5.136606,2683,1.3047,0.2116,0.2408,0.075,0.212,0.045,0.4264,0.2779,0.0979,0.4248,2.1974,0.3064,11.1413
1539,NODE_1540_length_2676_cov_5.173979,2676,1.5015,0.2249,0.3872,0.2435,0.5356,0.3634,0.5103,0.2977,0.323,0.7039,2.1449,1.3155,10.9683
1542,NODE_1543_length_2672_cov_5.565915,2672,1.4559,0.4354,0.3569,0.4128,0.3735,0.1638,0.4703,0.6899,0.1221,0.7205,1.3664,1.2415,11.1174
1564,NODE_1565_length_2653_cov_4.687067,2653,1.4661,0.5346,0.4179,0.4934,0.7371,0.2357,0.8917,0.5629,0.3204,0.8746,2.1598,0.9708,9.3939
1576,NODE_1577_length_2645_cov_5.409266,2645,1.2526,0.1715,0.6485,0.1186,0.2541,0.0922,0.3483,0.3279,0.2617,0.4425,1.6012,0.3038,10.4613
1578,NODE_1579_length_2640_cov_4.879691,2640,1.1899,0.2908,0.2635,0.202,0.6727,0.1518,0.4851,0.3534,0.3197,0.6779,1.8659,0.5365,8.4598
1584,NODE_1585_length_2636_cov_5.173189,2636,1.4247,0.321,0.3154,0.712,0.4272,0.2623,0.685,0.6887,0.1758,0.5241,2.4791,0.9316,9.5748
1585,NODE_1586_length_2635_cov_4.297287,2635,1.6345,0.6294,0.5243,0.3332,0.8165,0.264,0.7384,0.736,0.9714,0.8406,3.0406,1.8922,8.827
1599,NODE_1600_length_2619_cov_6.118565,2619,1.6897,0.3767,0.3264,0.2094,0.6363,0.3848,0.5115,0.6679,0.1264,0.7768,2.6703,1.8129,11.7768
1611,NODE_1612_length_2610_cov_5.325636,2610,1.6117,0.8667,0.615,0.4467,0.4614,0.2504,0.7057,0.6776,0.0512,0.9146,2.8028,0.8341,10.7142
1619,NODE_1620_length_2601_cov_6.086410,2601,1.6058,0.2497,0.2668,0.6377,0.4553,0.0955,0.4447,0.2978,0.1501,0.7642,3.9213,0.7209,11.266
1625,NODE_1626_length_2590_cov_6.483629,2590,1.1479,0.2754,0.134,0.8926,0.2533,0.0779,0.6861,0.4557,0.1164,0.1951,0.7762,0.198,9.7143
1628,NODE_1629_length_2587_cov_5.148104,2587,1.4877,0.6648,0.3032,0.2876,0.4313,0.5712,0.4128,0.6081,0.2495,0.6816,2.2987,1.4912,9.8519
1637,NODE_1638_length_2582_cov_4.420261,2582,1.6105,1.2397,0.4169,1.9955,1.0958,0.3318,0.8808,0.4597,0.1735,0.8635,2.2126,0.8746,8.7817
1638,NODE_1639_length_2581_cov_5.678543,2581,1.2153,0.8466,0.3324,0.2517,0.3624,0.088,0.3241,0.4821,0.2057,0.629,0.5751,0.5701,9.9165
1640,NODE_1641_length_2580_cov_4.524752,2580,1.2942,0.3243,0.4296,0.3152,0.4486,0.2033,0.523,0.3185,0.2926,0.6444,1.9486,0.6165,9.4663
1649,NODE_1650_length_2572_cov_3.723878,2572,1.3338,0.6354,0.346,0.7758,0.6391,0.1383,0.9781,0.5285,0.0628,0.9141,1.6235,1.4125,7.9513
1651,NODE_1652_length_2571_cov_5.259141,2571,1.3468,0.3684,0.297,0.2115,0.4296,0.1289,0.3073,0.2834,0.3337,0.969,2.3899,0.6758,9.7675
1662,NODE_1663_length_2564_cov_4.611399,2564,1.8935,1.2146,0.5456,2.4594,0.7009,0.2941,0.6993,0.8239,0.3132,0.9838,2.449,1.9267,10.3119
1667,NODE_1668_length_2561_cov_6.987630,2561,1.9466,0.258,0.314,1.1004,0.7196,0.8262,0.6333,0.713,0.1601,0.7068,2.9996,1.3036,13.6242
1689,NODE_1690_length_2538_cov_4.782521,2538,1.2907,0.2931,0.2563,0.3358,0.5268,0.098,0.4724,0.4644,0.1591,0.6545,1.7069,0.7253,9.7952
1691,NODE_1692_length_2537_cov_5.269138,2537,1.4697,0.7277,0.3888,0.367,0.8186,0.2455,0.5203,0.6602,0.1785,0.6477,2.0574,1.2912,9.7331
1705,NODE_1706_length_2528_cov_7.439951,2528,1.712,0.0967,0.3465,0.0572,0.2574,0.6434,0.2696,0.291,0.0652,0.722,4.0837,0.5955,13.1165
1719,NODE_1720_length_2514_cov_4.533550,2514,1.5249,0.6036,0.5431,0.7572,0.7517,0.7352,0.4975,0.6701,0.2462,0.9429,1.607,1.5567,9.3875
1725,NODE_1726_length_2511_cov_7.304153,2511,1.6426,0.1796,0.2063,0.1516,0.4752,0.2283,0.3583,0.5116,0.1779,0.5358,2.9106,0.9661,13.0093
1726,NODE_1727_length_2511_cov_5.756515,2511,1.4842,0.471,0.1991,0.4252,0.4668,0.4617,0.341,0.5925,0.1055,0.5273,2.3062,1.0822,10.8323
1738,NODE_1739_length_2497_cov_6.441441,2497,1.4818,0.3694,0.2156,0.7891,0.4648,0.2744,0.4964,0.3975,0.2625,0.4721,1.8338,0.8862,11.32
1746,NODE_1747_length_2492_cov_6.494460,2492,1.5052,0.4539,0.2955,0.4432,0.4014,0.2152,0.3651,0.4364,0.1883,0.3706,2.2395,0.965,11.6887
1752,NODE_1753_length_2488_cov_4.302918,2488,1.4256,0.4072,0.3311,0.2896,0.3888,0.2399,0.34,0.4217,0.0081,1.0667,3.7678,0.9003,8.9461
1763,NODE_1764_length_2482_cov_5.868562,2482,1.4417,0.7093,0.3508,0.7895,0.6059,0.187,0.6111,0.5527,0.1141,0.6008,0.9035,1.0703,10.8053
1770,NODE_1771_length_2476_cov_4.817431,2476,1.2798,0.147,0.1737,0.1307,0.2911,0.0662,0.307,0.2132,0.0335,0.1341,0.1604,0.4368,13.264
1771,NODE_1772_length_2476_cov_4.197439,2476,1.1918,0.3087,0.35,0.2055,0.282,0.1797,0.3255,0.3022,0.1806,0.7433,2.6556,0.739,8.0297
1774,NODE_1775_length_2474_cov_5.639520,2474,1.2942,0.2883,0.148,0.3348,0.2543,0.0499,0.3352,0.4208,0.1308,0.1545,1.5056,0.892,11.0168
1778,NODE_1779_length_2473_cov_5.632341,2473,1.102,0.316,0.3487,0.1317,0.3061,0.0844,0.2656,0.2824,0.0573,0.2686,0.1989,0.7198,10.2445
1779,NODE_1780_length_2473_cov_5.427626,2473,1.7836,0.7056,0.6199,0.4658,0.6634,0.5407,0.8459,1.1412,0.6117,1.1786,2.7559,1.1416,10.7327
1783,NODE_1784_length_2469_cov_6.074979,2469,1.6139,0.4739,0.3269,0.3519,0.4153,0.5006,0.3907,0.4321,0.3157,0.5304,3.8245,1.0617,10.7434
1785,NODE_1786_length_2469_cov_4.938691,2469,1.5607,0.4774,0.3131,0.9125,0.3708,0.298,0.4075,0.3786,0.1156,0.9573,2.8318,0.5696,11.0962
1789,NODE_1790_length_2467_cov_4.410448,2467,1.446,0.3871,0.1316,1.3198,0.4584,0.1273,0.442,0.1951,0.1467,0.3763,3.2451,0.6116,9.9111
1810,NODE_1811_length_2454_cov_3.681117,2454,1.4433,0.5295,0.4601,0.7891,0.7778,0.184,0.5577,0.4392,0.7769,0.4783,3.6606,1.4089,7.2569
1811,NODE_1812_length_2453_cov_5.698499,2453,1.4456,0.1077,0.3673,0.5423,0.5332,0.1997,0.3956,0.4672,0.2558,1.1663,1.9175,0.8215,10.5732
1817,NODE_1818_length_2448_cov_3.949018,2448,0.9207,0.3451,0.1497,0.2167,0.4056,0.0827,0.4317,0.4025,0.0505,0.4151,0.262,0.443,7.8433
